,n,token,lemma,pos
60901,11,ἢν,ἐάν,c--------
60902,12,δὲ,δέ,g--------
60903,13,ποιήσητε,ποιέω,v2pasa---
60904,14,ἃ,ὅς2,p-p---na-
60905,15,λέγετε,λέγω,v2ppma---
60906,16,",",",",u--------
60907,17,ἴστε,οἶδα,v2prma---
60908,18,ὅτι,ὅτι2,c--------
60909,19,ἄνδρα,ἀνήρ,n-s---ma-
60910,20,κατακεκονότες,κατακαίνω,v-prpamn-
60911,21,ἔσεσθε,εἰμί,v2pfim---
60912,22,πολλὰ,πολύς,a-p---na-
60913,23,μὲν,μέν,g--------
60914,24,δὴ,δή,g--------
60915,25,πρὸ,πρό,r--------
60916,26,ὑμῶν,,p2p---mg-
60917,27,ἀγρυπνήσαντα,ἀγρυπνέω,v-sapama-
60918,28,",",",",u--------
60919,29,πολλὰ,πολύς,a-p---na-
60920,30,δὲ,δέ,g--------
60921,31,σὺν,σύν,r--------
60922,32,ὑμῖν,,p-p---md-
60923,33,πονήσαντα,πονέω,v-sapama-
60924,34,καὶ,καί,d--------
60925,35,κινδυνεύσαντα,κινδυνεύω,v-sapama-
60926,36,καὶ,καί,d--------
60927,37,ἐν,ἐν,r--------
60928,38,τῷ,ὁ,l-s---nd-
60929,39,μέρει,μέρος,n-s---nd-
60930,40,καὶ,καί,d--------
60931,41,παρὰ,παρά,r--------
60932,42,τὸ,ὁ,l-s---na-
60933,43,μέρος,μέρος,n-s---na-
60934,44,",",",",u--------
60935,45,θεῶν,θεός,n-p---mg-
60936,46,δʼ,δέ,g--------
60937,47,ἵλεων,,n-p---fg-
60938,48,ὄντων,εἰμί,v-pppamg-
60939,49,καὶ,καί,d--------
60940,50,τρόπαια,τρόπαιον,n-p---na-
60941,51,βαρβάρων,,n-p---mg-
60942,52,πολλὰ,πολύς,a-p---na-
60943,53,δὴ,δή,g--------
60944,54,σὺν,σύν,r--------
60945,55,ὑμῖν,,p-p---md-
60946,56,στησάμενον,,v-sppema-
60947,57,",",",",u--------
60948,58,ὅπως,ὅπως,c--------
60949,59,δέ,δέ,g--------
60950,60,γε,γε,g--------
60951,61,μηδενὶ,,p-s----d-
60952,62,τῶν,ὁ,l-p---mg-
60953,63,Ἑλλήνων,Ἕλλην,n-p---mg-
60954,64,πολέμιοι,πολέμιος,a-p---mn-
60955,65,γένησθε,γίγνομαι,v2pasm---
60956,66,",",",",u--------
60957,67,πᾶν,πᾶς,a-s---na-
60958,68,ὅσον,ὅσος,a-s---na-
60959,69,ἐγὼ,,p-s---mn-
60960,70,ἐδυνάμην,,v1saim---
60961,71,πρὸς,πρός,r--------
60962,72,ὑμᾶς,,p-p---ma-
60963,73,διατεινάμενον,,v-sppema-
60964,74,.,.,u--------
60965,1,καὶ,καί,d--------
60966,2,γὰρ,γάρ,g--------
60967,3,οὖν,οὖν,g--------
60968,4,νῦν,νῦν,d--------
60969,5,ὑμῖν,,p-p---md-
60970,6,ἔξεστιν,ἔξεστι,v3spia---
60971,7,ἀνεπιλήπτως,ἀνεπίληπτος,d--------
60972,8,πορεύεσθαι,πορεύω,v--pne---
60973,9,ὅπῃ,ὅπῃ,d--------
60974,10,ἂν,ἄν,g--------
60975,11,ἕλησθε,αἱρέω,v2pasm---
60976,12,καὶ,καί,d--------
60977,13,κατὰ,κατά,r--------
60978,14,γῆν,γῆ,n-s---fa-
60979,15,καὶ,καί,c--------
60980,16,κατὰ,κατά,r--------
60981,17,θάλατταν,θάλασσα,n-s---fa-
60982,18,.,.,u--------
60983,19,ὑμεῖς,σύ,p-p----n-
60984,20,δέ,δέ,g--------
60985,21,",",",",u--------
60986,22,ὅτε,ὅτε,c--------
60987,23,πολλὴ,πολύς,a-s---fn-
60988,24,ὑμῖν,,p2p---md-
60989,25,εὐπορία,εὐπορία,n-s---fn-
60990,26,φαίνεται,φαίνω,v3spie---
60991,27,",",",",u--------
60992,28,καὶ,καί,d--------
60993,29,πλεῖτε,,v2pfia---
60994,30,ἔνθα,ἔνθα,d--------
60995,31,δὴ,δή,g--------
60996,32,ἐπεθυμεῖτε,,v2paoa---
60997,33,πάλαι,πάλαι,d--------
60998,34,",",",",u--------
60999,35,δέονταί,δέω2,v3ppie---
61000,36,τε,τε,c--------
61001,37,ὑμῶν,ὑμός,p-p---mg-
61002,38,οἱ,ἕ,p-s---md-
61003,39,μέγιστον,μέγας,a-s---nas
61004,40,δυνάμενοι,,v-pppemn-
61005,41,",",",",u--------
61006,42,μισθὸς,μισθός,n-s---mn-
61007,43,δὲ,δέ,g--------
61008,44,φαίνεται,φαίνω,v3spie---
61009,45,",",",",u--------
61010,46,ἡγεμόνες,ἡγεμών,n-p---mn-
61011,47,δὲ,δέ,g--------
61012,48,ἥκουσι,ἥκω,v3ppia---
61013,49,Λακεδαιμόνιοι,,n-p---mn-
61014,50,οἱ,ὁ,l-p---mn-
61015,51,κράτιστοι,κράτιστος,a-p---mn-
61016,52,νομιζόμενοι,νομίζω,v-pppemn-
61017,53,εἶναι,εἰμί,v--pna---
61018,54,",",",",u--------
61019,55,νῦν,νῦν,d--------
61020,56,δὴ,δή,g--------
61021,57,καιρὸς,καιρός,n-s---mn-
61022,58,ὑμῖν,σύ,p-p----d-
61023,59,δοκεῖ,δοκέω,v3spia---
61024,60,εἶναι,εἰμί,v--pna---
61025,61,ὡς,ὡς,d--------
61026,62,τάχιστα,ταχύς,a-p---na-
61027,63,ἐμὲ,,p-s---ma-
61028,64,κατακαίνειν,κατακαίνω,v--pna---
61029,65,;,;,u--------
61030,1,οὐ,οὐ,d--------
61031,2,μὴν,μήν,g--------
61032,3,ὅτε,,d--------
61033,4,γε,γε,g--------
61034,5,ἐν,ἐν,r--------
61035,6,τοῖς,ὁ,l-p---md-
61036,7,ἀπόροις,ἄπορος,a-p---md-
61037,8,ἦμεν,εἰμί,v1piia---
61038,9,",",",",u--------
61039,10,ὦ,ὦ,i--------
61040,11,πάντων,πᾶς,a-p---mg-
61041,12,μνημονικώτατοι,μνημονικός,a-p---mns
61042,13,",",",",u--------
61043,14,ἀλλὰ,ἀλλά,c--------
61044,15,καὶ,καί,d--------
61045,16,πατέρα,πατήρ,n-s---ma-
61046,17,ἐμὲ,,p-s---ma-
61047,18,ἐκαλεῖτε,,v2pfia---
61048,19,καὶ,καί,d--------
61049,20,αἰεὶ,ἀεί,d--------
61050,21,ὡς,ὡς,c--------
61051,22,εὐεργέτου,,a-s---ng-
61052,23,μεμνήσεσθαι,,v--fnm---
61053,24,ὑπισχνεῖσθε,,v2pfim---
61054,25,.,.,u--------
61055,26,οὐ,οὐ,d--------
61056,27,μέντοι,,d--------
61057,28,ἀγνώμονες,ἀγνώμων,a-p---mn-
61058,29,οὐδὲ,οὐδέ,d--------
61059,30,οὗτοί,οὗτος,p-p---mn-
61060,31,εἰσιν,εἰμί,v3ppia---
61061,32,οἱ,ὁ,l-p---mn-
61062,33,νῦν,νῦν,d--------
61063,34,ἥκοντες,ἥκω,v-pppamn-
61064,35,ἐφʼ,ἐπί,r--------
61065,36,ὑμᾶς,σύ,p-p----a-
61066,37,·,·,u--------
61067,38,ὥστε,ὡς,d--------
61068,39,",",",",u--------
61069,40,ὡς,ὡς,c--------
61070,41,ἐγὼ,,p1s---mn-
61071,42,οἶμαι,οἴομαι,v1spie---
61072,43,",",",",u--------
61073,44,οὐδὲ,οὐδέ,c--------
61074,45,τούτοις,οὗτος,p-p---md-
61075,46,δοκεῖτε,δοκέω,v2ppia---
61076,47,βελτίονες,βελτίων,a-p---mnc
61077,48,εἶναι,εἰμί,v--pna---
61078,49,τοιοῦτοι,τοιοῦτος,a-p---mn-
61079,50,ὄντες,εἰμί,v-pppamn-
61080,51,περὶ,περί,r--------
61081,52,ἐμέ,,p-s---ma-
61082,53,.,.,u--------
61083,54,ταῦτʼ,οὗτος,p-p---na-
61084,55,εἰπὼν,λέγω,v-sapamn-
61085,56,ἐπαύσατο,παύω,v3saim---
61086,57,.,.,u--------
61087,1,Χαρμῖνος,Χαρμῖνος,n-s---mn-
61088,2,δὲ,δέ,g--------
61089,3,ὁ,ὁ,l-s---mn-
61090,4,Λακεδαιμόνιος,Λακεδαιμόνιος,a-s---mn-
61091,5,ἀναστὰς,ἀνίστημι,v-sapamn-
61092,6,εἶπεν,λέγω,v3saia---
61093,7,·,·,u--------
61094,8,οὐ,οὐ,d--------
61095,9,τὼ,τῷ,d--------
61096,10,σιώ,,v3saom---
61097,11,",",",",u--------
61098,12,ἀλλʼ,,d--------
61099,13,ἐμοὶ,,p-s---md-
61100,14,μέντοι,,c--------
61101,15,οὐ,οὐ,d--------
61102,16,δικαίως,δίκαιος,d--------
61103,17,δοκεῖτε,δοκέω,v2ppia---
61104,18,τῷ,ὁ,l-s---md-
61105,19,ἀνδρὶ,ἀνήρ,n-s---md-
61106,20,τούτῳ,οὗτος,a-s---md-
61107,21,χαλεπαίνειν,χαλεπαίνω,v--pna---
61108,22,·,·,u--------
61109,23,ἔχω,ἔχω,v1spia---
61110,24,γὰρ,γάρ,g--------
61111,25,καὶ,καί,d--------
61112,26,αὐτὸς,αὐτός,p-s---mn-
61113,27,αὐτῷ,αὐτός,p-s---md-
61114,28,μαρτυρῆσαι,μαρτυρέω,v--ana---
61115,29,.,.,u--------
61116,30,Σεύθης,Σεύθης,n-s---mn-
61117,31,γὰρ,γάρ,g--------
61118,32,ἐρωτῶντος,ἐρωτάω,v-sppamg-
61119,33,ἐμοῦ,ἐμός,p-s---mg-
61120,34,καὶ,καί,d--------
61121,35,Πολυνίκου,πολυνίκης,n-s---mg-
61122,36,περὶ,περί,r--------
61123,37,Ξενοφῶντος,Ξενοφῶν,n-s---mg-
61124,38,τίς,τις,p-s---mn-
61125,39,ἀνὴρ,ἀνήρ,n-s---mn-
61126,40,εἴη,εἰμί,v3spoa---
61127,41,ἄλλο,ἄλλος,a-s---na-
61128,42,μὲν,μέν,g--------
61129,43,οὐδὲν,,p-s---na-
61130,44,εἶχε,ἔχω,v3siia---
61131,45,μέμψασθαι,μέμφομαι,v--anm---
61132,46,",",",",u--------
61133,47,ἄγαν,ἄγαν,d--------
61134,48,δὲ,δέ,g--------
61135,49,φιλοστρατιώτην,φιλοστρατιώτης,n-s---ma-
61136,50,ἔφη,φημί,v3siia---
61137,51,αὐτὸν,αὐτός,p-s---ma-
61138,52,εἶναι,εἰμί,v--pna---
61139,53,·,·,u--------
61140,54,διὸ,διό,d--------
61141,55,καὶ,καί,d--------
61142,56,χεῖρον,χείρων,a-s---nac
61143,57,αὐτῷ,αὐτός,p-s---md-
61144,58,εἶναι,εἰμί,v--pna---
61145,59,πρὸς,πρός,r--------
61146,60,ἡμῶν,,p-p---mg-
61147,61,τε,τε,d--------
61148,62,τῶν,ὁ,l-p---mg-
61149,63,Λακεδαιμονίων,,n-p---mg-
61150,64,καὶ,καί,d--------
61151,65,πρὸς,πρός,r--------
61152,66,αὐτοῦ,αὐτός,d--------
61153,67,.,.,u--------
61154,1,ἀναστὰς,ἀνίστημι,v-sapamn-
61155,2,ἐπὶ,ἐπί,r--------
61156,3,τούτῳ,οὗτος,a-s---md-
61157,4,Εὐρύλοχος,Εὐρύλοχος,n-s---mn-
61158,5,Λουσιάτης,Λουσιάτης,n-s---mn-
61159,6,Ἀρκὰς,Ἀρκάς,n-s---mn-
61160,7,εἶπεν,λέγω,v3saia---
61161,8,·,·,u--------
61162,9,καὶ,καί,d--------
61163,10,δοκεῖ,δοκέω,v3spia---
61164,11,γέ,γε,g--------
61165,12,μοι,,p-s---md-
61166,13,",",",",u--------
61167,14,ἄνδρες,ἀνήρ,n-p---mn-
61168,15,Λακεδαιμόνιοι,,n-p---mn-
61169,16,",",",",u--------
61170,17,τοῦτο,οὗτος,p-s---na-
61171,18,ὑμᾶς,,p2p---ma-
61172,19,πρῶτον,πρῶτος,a-s---na-
61173,20,ἡμῶν,ἐγώ,p1p---mg-
61174,21,στρατηγῆσαι,στρατηγέω,v--ana---
61175,22,",",",",u--------
61176,23,παρὰ,παρά,r--------
61177,24,Σεύθου,Σεύθης,n-s---mg-
61178,25,ἡμῖν,,p-p---md-
61179,26,τὸν,ὁ,l-s---ma-
61180,27,μισθὸν,μισθός,n-s---ma-
61181,28,ἀναπρᾶξαι,ἀναπράσσω,v--ana---
61182,29,ἢ,τίη,d--------
61183,30,ἑκόντος,ἑκών,a-s---mg-
61184,31,ἢ,ἤ,c--------
61185,32,ἄκοντος,,v-sppamg-
61186,33,",",",",u--------
61187,34,καὶ,καί,c--------
61188,35,μὴ,μή,d--------
61189,36,πρότερον,πρότερος,a-s---na-
61190,37,ἡμᾶς,ἐγώ,p1p---ma-
61191,38,ἀπαγαγεῖν,ἀπάγω,v--ana---
61192,39,.,.,u--------
61193,1,Πολυκράτης,Πολυκράτης,n-s---mn-
61194,2,δὲ,δέ,g--------
61195,3,Ἀθηναῖος,Ἀθηναῖος,a-s---mn-
61196,4,εἶπεν,λέγω,v3saia---
61197,5,ἐνετὸς,ἐνετός,a-s---mn-
61198,6,ὑπὸ,ὑπό,r--------
61199,7,Ξενοφῶντος,Ξενοφῶν,n-s---mg-
61200,8,·,·,u--------
61201,9,ὁρῶ,ὁράω,v1spia---
61202,10,γε,γε,g--------
61203,11,μήν,μήν,g--------
61204,12,",",",",u--------
61205,13,ἔφη,φημί,v3siia---
61206,14,",",",",u--------
61207,15,ὦ,ὦ,i--------
61208,16,ἄνδρες,ἀνήρ,n-p---mv-
61209,17,",",",",u--------
61210,18,καὶ,καί,d--------
61211,19,Ἡρακλείδην,Ἡρακλείδης,n-s---ma-
61212,20,ἐνταῦθα,ἐνταῦθα,d--------
61213,21,παρόντα,πάρειμι,v-sppama-
61214,22,",",",",u--------
61215,23,ὃς,ὅς,p-s---mn-
61216,24,παραλαβὼν,παραλαμβάνω,v-sapamn-
61217,25,τὰ,ὁ,l-p---na-
61218,26,χρήματα,χρῆμα,n-p---na-
61219,27,ἃ,ὅς2,p-p---na-
61220,28,ἡμεῖς,,p-p---mn-
61221,29,ἐπονήσαμεν,πονέω,v1paia---
61222,30,",",",",u--------
61223,31,ταῦτα,οὗτος,p-p---na-
61224,32,ἀποδόμενος,,v-sppemn-
61225,33,οὔτε,οὔτε,d--------
61226,34,Σεύθῃ,Σεύθης,n-s---md-
61227,35,ἀπέδωκεν,ἀποδίδωμι,v3saia---
61228,36,οὔτε,οὔτε,c--------
61229,37,ἡμῖν,ἐγώ,p1p---md-
61230,38,τὰ,ὁ,l-p---na-
61231,39,γιγνόμενα,,v-pppenn-
61232,40,",",",",u--------
61233,41,ἀλλʼ,,v3siia---
61234,42,αὐτὸς,αὐτός,a-s---mn-
61235,43,κλέψας,κλέπτω,v-sapamn-
61236,44,πέπαται,,v3spie---
61237,45,.,.,u--------
61238,46,ἢν,ἐάν,c--------
61239,47,οὖν,οὖν,g--------
61240,48,σωφρονῶμεν,σωφρονέω,v1ppsa---
61241,49,",",",",u--------
61242,50,ἑξόμεθα,ἔχω,v1pfim---
61243,51,αὐτοῦ,αὐτός,d--------
61244,52,·,·,u--------
61245,53,οὐ,οὐ,d--------
61246,54,γὰρ,γάρ,g--------
61247,55,δὴ,δή,g--------
61248,56,οὗτός,,a-s---mn-
61249,57,γε,γε,g--------
61250,58,",",",",u--------
61251,59,ἔφη,φημί,v3siia---
61252,60,",",",",u--------
61253,61,Θρᾷξ,,n-s---fn-
61254,62,ἐστιν,εἰμί,v3spia---
61255,63,",",",",u--------
61256,64,ἀλλʼ,,v1sfia---
61257,65,Ἕλλην,Ἕλλη,n-s---fa-
61258,66,ὢν,εἰμί,v-sppamn-
61259,67,Ἕλληνας,Ἕλλην,n-p---ma-
61260,68,ἀδικεῖ,ἀδικέω,v3spia---
61261,69,.,.,u--------
61262,1,ταῦτα,οὗτος,p-p---nn-
61263,2,ἀκούσας,ἀκούω,v-sapamn-
61264,3,ὁ,ὁ,l-s---mn-
61265,4,Ἡρακλείδης,Ἡρακλείδης,n-s---mn-
61266,5,μάλα,μάλα,d--------
61267,6,ἐξεπλάγη,ἐκπλήσσω,v3saip---
61268,7,·,·,u--------
61269,8,καὶ,καί,d--------
61270,9,προσελθὼν,προσέρχομαι,v-sapamn-
61271,10,τῷ,τῷ,d--------
61272,11,Σεύθῃ,Σεύθης,n-s---md-
61273,12,λέγει,λέγω,v3spia---
61274,13,·,·,u--------
61275,14,ἡμεῖς,,p-p---mn-
61276,15,ἢν,ἐάν,c--------
61277,16,σωφρονῶμεν,σωφρονέω,v1ppsa---
61278,17,",",",",u--------
61279,18,ἄπιμεν,,v1paoa---
61280,19,ἐντεῦθεν,ἐντεῦθεν,d--------
61281,20,ἐκ,ἐκ,r--------
61282,21,τῆς,ὁ,l-s---fg-
61283,22,τούτων,οὗτος,p-p---ng-
61284,23,ἐπικρατείας,ἐπικράτεια,n-s---fg-
61285,24,.,.,u--------
61286,25,καὶ,καί,d--------
61287,26,ἀναβάντες,ἀναβαίνω,v-papamn-
61288,27,ἐπὶ,ἐπί,r--------
61289,28,τοὺς,ὁ,l-p---ma-
61290,29,ἵππους,ἵππος,n-p---ma-
61291,30,ᾤχοντο,οἴχομαι,v3piie---
61292,31,ἀπελαύνοντες,ἀπελαύνω,v-pppamn-
61293,32,εἰς,εἰς,r--------
61294,33,τὸ,ὁ,l-s---na-
61295,34,ἑαυτῶν,ἑαυτοῦ,p-p---mg-
61296,35,στρατόπεδον,στρατόπεδον,n-s---na-
61297,36,.,.,u--------
61298,1,καὶ,καί,d--------
61299,2,ἐντεῦθεν,ἐντεῦθεν,d--------
61300,3,Σεύθης,Σεύθης,n-s---mn-
61301,4,πέμπει,πέμπω,v3spia---
61302,5,Ἀβροζέλμην,,v2sama---
61303,6,τὸν,ὁ,l-s---ma-
61304,7,ἑαυτοῦ,ἑαυτοῦ,p-s---mg-
61305,8,ἑρμηνέα,,a-s---ma-
61306,9,πρὸς,πρός,r--------
61307,10,Ξενοφῶντα,Ξενοφῶν,n-s---ma-
61308,11,καὶ,καί,d--------
61309,12,κελεύει,κελεύω,v3spia---
61310,13,αὐτὸν,αὐτός,p-s---ma-
61311,14,καταμεῖναι,καταμένω,v--ana---
61312,15,παρʼ,παρά,r--------
61313,16,ἑαυτῷ,ἑαυτοῦ,p-s---md-
61314,17,ἔχοντα,ἔχω,v-sppama-
61315,18,χιλίους,χίλιος,a-p---ma-
61316,19,ὁπλίτας,ὁπλίτης,n-p---ma-
61317,20,",",",",u--------
61318,21,καὶ,καί,d--------
61319,22,ὑπισχνεῖται,ὑπισχνέομαι,v3spie---
61320,23,αὐτῷ,αὐτός,p-s---md-
61321,24,ἀποδώσειν,ἀποδίδωμι,v--fna---
61322,25,τά,ὁ,l-p---nn-
61323,26,τε,τε,d--------
61324,27,χωρία,χωρίον,n-p---nn-
61325,28,τὰ,ὁ,l-p---na-
61326,29,ἐπὶ,ἐπί,r--------
61327,30,θαλάττῃ,θάλασσα,n-s---fd-
61328,31,καὶ,καί,d--------
61329,32,τὰ,ὁ,l-p---nn-
61330,33,ἄλλα,ἄλλος,a-p---nn-
61331,34,ἃ,ὅς2,p-p---na-
61332,35,ὑπέσχετο,ὑπισχνέομαι,v3saim---
61333,36,.,.,u--------
61334,37,καὶ,καί,d--------
61335,38,ἐν,ἐν,r--------
61336,39,ἀπορρήτῳ,,n-s---md-
61337,40,ποιησάμενος,ποιέω,v-sapmmn-
61338,41,λέγει,λέγω,v3spia---
61339,42,ὅτι,ὅτι2,c--------
61340,43,ἀκήκοε,ἀκούω,v3sria---
61341,44,Πολυνίκου,πολυνίκης,n-s---mg-
61342,45,ὡς,ὡς,c--------
61343,46,εἰ,εἰ,c--------
61344,47,ὑποχείριος,ὑποχείριος,a-s---mn-
61345,48,ἔσται,,v3sfi----
61346,49,Λακεδαιμονίοις,,n-p---md-
61347,50,",",",",u--------
61348,51,σαφῶς,σαφής,d--------
61349,52,ἀποθανοῖτο,,v3siie---
61350,53,ὑπὸ,ὑπό,r--------
61351,54,Θίβρωνος,Θίβρων,n-s---mg-
61352,55,.,.,u--------
61353,1,ἐπέστελλον,ἐπιστέλλω,v3paia---
61354,2,δὲ,δέ,g--------
61355,3,ταῦτα,οὗτος,p-p---na-
61356,4,καὶ,καί,d--------
61357,5,ἄλλοι,,p-p---mn-
61358,6,πολλοὶ,πολύς,a-p---mn-
61359,7,τῷ,τῷ,d--------
61360,8,Ξενοφῶντι,Ξενοφῶν,n-s---md-
61361,9,ὡς,ὡς,d--------
61362,10,διαβεβλημένος,διαβάλλω,v-srpemn-
61363,11,εἴη,εἰμί,v3spoa---
61364,12,καὶ,καί,c--------
61365,13,φυλάττεσθαι,φυλάσσω,v--pne---
61366,14,δέοι,δεῖ,v3spoa---
61367,15,.,.,u--------
61368,16,ὁ,ὁ,l-s---mn-
61369,17,δὲ,δέ,g--------
61370,18,ἀκούων,ἀκούω,v-sppamn-
61371,19,ταῦτα,οὗτος,p-p---na-
61372,20,δύο,γε,m--------
61373,21,ἱερεῖα,ἱερεῖον,n-p---na-
61374,22,λαβὼν,λαμβάνω,v-sapamn-
61375,23,ἐθύετο,θύω2,v3siie---
61376,24,τῷ,τῷ,d--------
61377,25,Διὶ,Ζεύς,n-s---md-
61378,26,τῷ,ὁ,l-s---md-
61379,27,βασιλεῖ,βασιλεύς,n-s---md-
61380,28,πότερά,πότερος,a-p---na-
61381,29,οἱ,ἕ,p-s---md-
61382,30,λῷον,λωΐων,a-s---nac
61383,31,καὶ,καί,d--------
61384,32,ἄμεινον,ἀμείνων,a-s---nnc
61385,33,εἴη,εἰμί,v3spoa---
61386,34,μένειν,μένω,v--pna---
61387,35,παρὰ,παρά,r--------
61388,36,Σεύθῃ,,n-s---fd-
61389,37,ἐφʼ,,v3siia---
61390,38,οἷς,ὅς2,p-p---md-
61391,39,Σεύθης,Σεύθης,n-s---mn-
61392,40,λέγει,λέγω,v3spia---
61393,41,ἢ,ἤ,c--------
61394,42,ἀπιέναι,ἀφίημι,v--pna---
61395,43,σὺν,σύν,r--------
61396,44,τῷ,ὁ,l-s---nd-
61397,45,στρατεύματι,στράτευμα,n-s---nd-
61398,46,.,.,u--------
61399,47,ἀναιρεῖ,ἀναιρέω,v3spia---
61400,48,αὐτῷ,αὐτός,p-s---md-
61401,49,ἀπιέναι,ἀφίημι,v--pna---
61402,50,.,.,u--------
61403,1,ἐντεῦθεν,ἐντεῦθεν,d--------
61404,2,Σεύθης,Σεύθης,n-s---mn-
61405,3,μὲν,μέν,g--------
61406,4,ἀπεστρατοπεδεύσατο,ἀποστρατοπεδεύομαι,v3saim---
61407,5,προσωτέρω,προσωτέρω,d--------
61408,6,·,·,u--------
61409,7,οἱ,ὁ,l-p---mn-
61410,8,δὲ,δέ,g--------
61411,9,Ἕλληνες,Ἕλλην,n-p---mn-
61412,10,ἐσκήνησαν,σκηνέω,v3paia---
61413,11,εἰς,εἰς,r--------
61414,12,κώμας,κώμη,n-p---fa-
61415,13,ὅθεν,ὅθεν,d--------
61416,14,ἔμελλον,μέλλω,v3piia---
61417,15,πλεῖστα,πλεῖστος,a-p---na-
61418,16,ἐπισιτισάμενοι,,v-pppemn-
61419,17,ἐπὶ,ἐπί,r--------
61420,18,θάλατταν,θάλασσα,n-s---fa-
61421,19,ἥξειν,ἥκω,v--fna---
61422,20,.,.,u--------
61423,21,αἱ,ὁ,l-p---fn-
61424,22,δὲ,δέ,g--------
61425,23,κῶμαι,κώμη,n-p---fn-
61426,24,αὗται,οὗτος,a-p---fn-
61427,25,ἦσαν,εἰμί,v3piia---
61428,26,δεδομέναι,δίδωμι,v-prpefn-
61429,27,ὑπὸ,ὑπό,r--------
61430,28,Σεύθου,Σεύθης,n-s---mg-
61431,29,Μηδοσάδῃ,Μηδοσάδης,n-s---md-
61432,30,.,.,u--------
61433,1,ὁρῶν,ὁράω,v-sppamn-
61434,2,οὖν,οὖν,g--------
61435,3,ὁ,ὁ,l-s---mn-
61436,4,Μηδοσάδης,Μηδοσάδης,n-s---mn-
61437,5,δαπανώμενα,δαπανάω,v-pppenn-
61438,6,τὰ,ὁ,l-p---na-
61439,7,ἑαυτοῦ,ἑαυτοῦ,p-s---mg-
61440,8,ἐν,ἐν,r--------
61441,9,ταῖς,ὁ,l-p---fd-
61442,10,κώμαις,κώμη,n-p---fd-
61443,11,ὑπὸ,ὑπό,r--------
61444,12,τῶν,ὁ,l-p---mg-
61445,13,Ἑλλήνων,Ἕλλην,n-p---mg-
61446,14,χαλεπῶς,χαλεπός,d--------
61447,15,ἔφερε,φέρω,v3siia---
61448,16,·,·,u--------
61449,17,καὶ,καί,d--------
61450,18,λαβὼν,λαμβάνω,v-sapamn-
61451,19,ἄνδρα,ἀνήρ,n-s---ma-
61452,20,Ὀδρύσην,,n-s---fa-
61453,21,δυνατώτατον,δυνατός,a-s---mas
61454,22,τῶν,ὁ,l-p---mg-
61455,23,ἄνωθεν,ἄνωθεν,d--------
61456,24,καταβεβηκότων,καταβαίνω,v-prpamg-
61457,25,καὶ,καί,d--------
61458,26,ἱππέας,ἱππεύς,n-p---ma-
61459,27,ὅσον,ὅσος,a-s---na-
61460,28,τριάκοντα,,a--------
61461,29,ἔρχεται,ἔρχομαι,v3spie---
61462,30,καὶ,καί,d--------
61463,31,προκαλεῖται,προκαλέω,v3spie---
61464,32,Ξενοφῶντα,Ξενοφῶν,n-s---ma-
61465,33,ἐκ,ἐκ,r--------
61466,34,τοῦ,ὁ,l-s---ng-
61467,35,Ἑλληνικοῦ,Ἑλληνικός,a-s---ng-
61468,36,στρατεύματος,στράτευμα,n-s---ng-
61469,37,.,.,u--------
61470,38,καὶ,καί,d--------
61471,39,ὃς,ὅς,p-s---mn-
61472,40,λαβών,λαμβάνω,v-sapamn-
61473,41,τινας,τις,p-p---ma-
61474,42,τῶν,ὁ,l-p---mg-
61475,43,λοχαγῶν,λοχαγός,n-p---mg-
61476,44,καὶ,καί,d--------
61477,45,ἄλλους,ἄλλος,a-p---ma-
61478,46,τῶν,ὁ,l-p---mg-
61479,47,ἐπιτηδείων,ἐπιτήδειος,a-p---mg-
61480,48,προσέρχεται,προσέρχομαι,v3spie---
61481,49,.,.,u--------
61482,1,ἔνθα,ἔνθα,d--------
61483,2,δὴ,δή,g--------
61484,3,λέγει,λέγω,v3spia---
61485,4,Μηδοσάδης,Μηδοσάδης,n-s---mn-
61486,5,·,·,u--------
61487,6,ἀδικεῖτε,ἀδικέω,v2ppma---
61488,7,",",",",u--------
61489,8,ὦ,ὦ,i--------
61490,9,Ξενοφῶν,Ξενοφῶν,n-s---mn-
61491,10,",",",",u--------
61492,11,τὰς,ὁ,l-p---fa-
61493,12,ἡμετέρας,ἡμέτερος,a-p---fa-
61494,13,κώμας,κώμη,n-p---fa-
61495,14,πορθοῦντες,πορθέω,v-pppamn-
61496,15,.,.,u--------
61497,16,προλέγομεν,,v1paia---
61498,17,οὖν,οὖν,g--------
61499,18,ὑμῖν,σύ,p-p----d-
61500,19,",",",",u--------
61501,20,ἐγώ,,p-s---mn-
61502,21,τε,τε,g--------
61503,22,ὑπὲρ,ὑπέρ,r--------
61504,23,Σεύθου,Σεύθης,n-s---mg-
61505,24,καὶ,καί,d--------
61506,25,ὅδε,ὅδε,p-s---mn-
61507,26,ἁνὴρ,ἀνήρ,n-s---mn-
61508,27,παρὰ,παρά,r--------
61509,28,Μηδόκου,Μήδοκος,n-s---mg-
61510,29,ἥκων,ἥκω,v-sppamn-
61511,30,τοῦ,ὁ,l-s---mg-
61512,31,ἄνω,ἄνω2,d--------
61513,32,βασιλέως,βασιλεύς,n-s---mg-
61514,33,",",",",u--------
61515,34,ἀπιέναι,ἀφίημι,v--pna---
61516,35,ἐκ,ἐκ,r--------
61517,36,τῆς,ὁ,l-s---fg-
61518,37,χώρας,χώρα,n-s---fg-
